topic_id	word_rank	word	score
0	1	health	0.09415784331768563
0	2	doctors	0.04515982463921091
0	3	malnutrition	0.03749411869117516
0	4	disease	0.03447416367812433
0	5	hospital	0.03447416367812433
0	6	diseases	0.032099473280999824
0	7	chad	0.031762108884421575
0	8	eastern	0.031153733913447137
0	9	services	0.029285003652267935
0	10	medical	0.027937962550728203
0	11	world	0.02755839316615189
0	12	cases	0.02731614504669735
1	1	rapid	0.08031190261421194
1	2	fasher	0.07593784578664203
1	3	el	0.07097936591330706
1	4	artillery	0.04976793049978473
1	5	shelling	0.04555383831963319
1	6	killed	0.0360450583630433
1	7	attack	0.03311276041102231
1	8	army	0.03280003103479936
1	9	wave	0.03280003103479936
1	10	wad	0.031795917657534346
1	11	attacks	0.03073821384516288
1	12	shouk	0.030051552234714923
2	1	darfur	0.08364267500588311
2	2	humanitarian	0.06212894931023831
2	3	north	0.04929809821870217
2	4	south	0.04728155849087078
2	5	hunger	0.039992380476134994
2	6	camp	0.03747813060908313
2	7	camps	0.03554802564067262
2	8	feed	0.035421852547066
2	9	aid	0.03133996243765237
2	10	situation	0.02756435702756114
2	11	children	0.02495191396771333
2	12	starvation	0.024749457329622675
3	1	gaza	0.14976924418026893
3	2	bombing	0.06924360148806773
3	3	raid	0.048251105062243047
3	4	yunis	0.048251105062243047
3	5	tents	0.04685752520739966
3	6	khan	0.04685752520739966
3	7	killed	0.04363349170263136
3	8	bank	0.03810639225756119
3	9	west	0.035630104769755
3	10	camp	0.03446453823554574
3	11	rejects	0.02948099492032658
3	12	targeting	0.029075570091102638
4	1	khartoum	0.0868518864865412
4	2	omdurman	0.06862748330632486
4	3	sennar	0.06419122456300634
4	4	homes	0.04945412269178656
4	5	electricity	0.04091923807934939
4	6	nile	0.038999742161333076
4	7	neighborhoods	0.03160743066055185
4	8	citizens	0.031026137995290994
4	9	return	0.03054717570030009
4	10	governor	0.0293348372770864
4	11	families	0.028023924850255778
4	12	hundreds	0.02699267645988013
5	1	chad	0.10254146528647683
5	2	libya	0.05740987065267621
5	3	tragic	0.05221712655875097
5	4	kufra	0.04692114798051057
5	5	live	0.043151746752523076
5	6	suffering	0.037485304202815976
5	7	arduous	0.03637941472719745
5	8	eastern	0.03444088759389935
5	9	camps	0.029099047537718737
5	10	face	0.027275928360046768
5	11	awaiting	0.027227849656880587
5	12	standards	0.027227849656880587
6	1	boat	0.15097668293131317
6	2	migrants	0.13761516216020814
6	3	coast	0.1261215266074371
6	4	migrant	0.09893543573565994
6	5	tunisia	0.08912073456723263
6	6	missing	0.08717795526520815
6	7	sank	0.08408600439855375
6	8	african	0.06592396400598038
6	9	tunisian	0.050234968647908315
6	10	bodies	0.04538309080817374
6	11	sfax	0.043302044413263505
6	12	islands	0.043302044413263505
7	1	schools	0.14138533448103602
7	2	students	0.11974891090832847
7	3	education	0.10836526886354764
7	4	university	0.06479221140538012
7	5	school	0.049250175564693195
7	6	certificate	0.037092694648342694
7	7	educational	0.030641981181271212
7	8	alternative	0.029086371680471543
7	9	expatriates	0.0290321011574023
7	10	year	0.025725647975533894
7	11	egyptian	0.02555356053654565
7	12	children	0.025403088512727014
8	1	nations	0.17344956770485734
8	2	united	0.16779120081756985
8	3	warns	0.04884980840117002
8	4	conflict	0.043322241027916805
8	5	calls	0.03796302644201826
8	6	result	0.02731540219273085
8	7	secretarygeneral	0.0271761159401519
8	8	left	0.026323449376388534
8	9	violence	0.025833148242624157
8	10	urgent	0.025099760231714396
8	11	clashes	0.02457818199586332
8	12	alarming	0.022903823904919404
9	1	ethiopia	0.18845667302573765
9	2	ethiopian	0.10334106449171401
9	3	forests	0.05954232438632888
9	4	olala	0.057490680965255725
9	5	rights	0.04781844566433251
9	6	forest	0.04127900926744699
9	7	watch	0.03590139575774204
9	8	attacks	0.03578633445415476
9	9	complaints	0.03508553952105894
9	10	security	0.03207688074426835
9	11	human	0.026220594702187575
9	12	camps	0.025891278517812734
10	1	women	0.2085362800801665
10	2	sexual	0.08128940203899399
10	3	rape	0.0762365438815785
10	4	violence	0.07034296447146983
10	5	raped	0.06906650726771939
10	6	girls	0.05643803902548626
10	7	woman	0.04159377336424114
10	8	protection	0.03712418599443402
10	9	kidnapping	0.033331409709513336
10	10	official	0.031045185133881218
10	11	cases	0.02997393213232196
10	12	suffering	0.025758482685313413
11	1	chad	0.10602933470374493
11	2	uae	0.07129709240786233
11	3	visits	0.05983402418174761
11	4	delegation	0.042738588701248297
11	5	chadian	0.039358019535646376
11	6	eastern	0.03902971645669683
11	7	aid	0.03737896666095358
11	8	discusses	0.03728781784304275
11	9	camp	0.03575993550952631
11	10	address	0.035337024620400954
11	11	official	0.03291323352302593
11	12	arrive	0.028726913805566166
12	1	army	0.07005149485289291
12	2	clashes	0.06812968014620524
12	3	kordofan	0.061968802034390084
12	4	battles	0.058443518986987755
12	5	result	0.05824395282365361
12	6	darfur	0.04761969592576597
12	7	rapid	0.04288081943151673
12	8	north	0.04257772255116667
12	9	south	0.042424149704110244
12	10	nyala	0.03869958240504053
12	11	violent	0.038631304140674484
12	12	forces	0.03432442001985403
13	1	trafficking	0.23536782339768988
13	2	human	0.19500090924915175
13	3	network	0.07472277852956144
13	4	victims	0.0573198888842994
13	5	police	0.05641010103694489
13	6	workshop	0.05481468830771379
13	7	combating	0.04937986623631605
13	8	justice	0.03913629475100879
13	9	arrested	0.03913629475100879
13	10	money	0.038213259256199596
13	11	exchange	0.030107185940368143
13	12	combat	0.029352221063256596
14	1	immigration	0.09683358001466029
14	2	illegal	0.09621520849243038
14	3	european	0.07983260727221898
14	4	union	0.06321307350373612
14	5	asylum	0.05557647843290912
14	6	law	0.052545560367623645
14	7	britain	0.048904648683852116
14	8	rwanda	0.04755896350354571
14	9	europe	0.046001390405991584
14	10	seekers	0.04287607995922316
14	11	tunisia	0.039761019549453235
14	12	agreement	0.03829587971979149
15	1	unhcr	0.15588270655580777
15	2	commissioner	0.09106082232319304
15	3	high	0.0682324727617389
15	4	influx	0.046209812037329684
15	5	protection	0.04292484005606433
15	6	aswan	0.03845933764034383
15	7	nations	0.03706827503753049
15	8	south	0.03644620133671289
15	9	violation	0.03608944450238609
15	10	emergency	0.03589599531105016
15	11	united	0.03585901344745186
15	12	appeal	0.03525940154523005
16	1	expatriates	0.07118547223291881
16	2	kuwait	0.06292022597084566
16	3	violators	0.046235587262843394
16	4	hajj	0.046235587262843394
16	5	deporting	0.0449964562872816
16	6	foreigners	0.044275240658975014
16	7	preventing	0.043888333069465955
16	8	expensive	0.043888333069465955
16	9	saudi	0.04378663875816619
16	10	residency	0.04246481838216556
16	11	expatriate	0.04229896374804093
16	12	arabia	0.0401530551404755
17	1	diaspora	0.36870091676856176
17	2	freedom	0.09022361125596523
17	3	revolution	0.08564320550361065
17	4	arabs	0.08286537475964252
17	5	change	0.07876953330274758
17	6	project	0.07701635339554948
17	7	dream	0.07154140009344054
17	8	slogan	0.06409889606723972
17	9	december	0.06409889606723972
17	10	generosity	0.06409889606723972
17	11	learn	0.06409889606723972
17	12	cleansing	0.06014907417064348
18	1	locality	0.057058513807725905
18	2	el	0.056583037525242214
18	3	marra	0.05603277316846853
18	4	jebel	0.05503906582670057
18	5	fasher	0.04842865441181484
18	6	suffering	0.04649091996861445
18	7	dinder	0.04502556601796351
18	8	shelter	0.04404353523372096
18	9	line	0.04225105697840323
18	10	harsh	0.040574469105948016
18	11	humanitarian	0.03737839226794825
18	12	tragic	0.03700684160993013
19	1	ramadan	0.2162775502207896
19	2	eid	0.11593825244464022
19	3	zakat	0.10742692985585589
19	4	prices	0.07979580855286861
19	5	aladha	0.07099562852928412
19	6	decline	0.06445615791351354
19	7	god	0.059846856414651456
19	8	priority	0.05043847559389355
19	9	sadness	0.05043847559389355
19	10	giving	0.05043847559389355
19	11	joy	0.05043847559389355
19	12	family	0.0499102038971053
20	1	egyptian	0.1396225472615381
20	2	deports	0.0911370283392146
20	3	public	0.08106856974689332
20	4	deport	0.07821033536119254
